"CVEGEO","NOM_ENT","NOM_MUN","Poblacion_total","Poblacion_total_Femenina","Poblacion_total_Femenina_11A17","Poblacion_total_Femenina_18A20","Poblacion_total_Femenina_11A20","Conteo_nacimientos","Porcentaje_nacimientos","Porcentaje_libre","area"
12059,"Guerrero","Tepecoacuilco de Trujano",30814,15945,1871,703,2574,96,3.72960372960373,96.2703962703963,855627593.940838
12060,"Guerrero","Tetipac",13560,6949,951,388,1339,32,2.3898431665422,97.6101568334578,218480839.747238
12061,"Guerrero","Tixtla de Guerrero",43181,22529,2934,1259,4193,126,3.00500834724541,96.9949916527546,389900907.366351
12062,"Guerrero","Tlacoachistlahuaca",22798,12151,2186,886,3072,149,4.85026041666667,95.1497395833333,805431389.702756
12063,"Guerrero","Tlacoapa",10102,5359,946,366,1312,53,4.03963414634146,95.9603658536585,280896958.218797
12064,"Guerrero","Tlalchapa",11690,5861,692,260,952,26,2.73109243697479,97.2689075630252,473523408.537075
12065,"Guerrero","Tlalixtaquilla de Maldonado",7604,3896,532,184,716,32,4.46927374301676,95.5307262569832,117834215.483473
12066,"Guerrero","Tlapa de Comonfort",96173,51077,7594,3069,10663,470,4.40776516927694,95.5922348307231,611019952.162235
12067,"Guerrero","Tlapehuala",22221,11321,1468,571,2039,70,3.4330554193232,96.5669445806768,285597645.53206
12068,"Guerrero","La Unión de Isidoro Montes de Oca",26397,12943,1693,627,2320,87,3.75,96.25,1766574533.8966
12069,"Guerrero","Xalpatláhuac",11974,6515,1085,406,1491,45,3.01810865191147,96.9818913480885,227375592.35487
12070,"Guerrero","Xochihuehuetlán",7866,4115,474,222,696,26,3.73563218390805,96.2643678160919,262456451.131106
12071,"Guerrero","Xochistlahuaca",29937,15623,2451,1127,3578,175,4.89100055897149,95.1089994410285,454743670.41493
12072,"Guerrero","Zapotitlán Tablas",12004,6172,1073,389,1462,25,1.70998632010944,98.2900136798906,229108757.072129
12073,"Guerrero","Zirándaro",18163,8872,1133,437,1570,84,5.35031847133758,94.6496815286624,2151643695.03831
12074,"Guerrero","Zitlala",21977,11926,1836,732,2568,123,4.78971962616822,95.2102803738318,305658802.076661
12075,"Guerrero","Eduardo Neri",53167,27392,3709,1372,5081,193,3.79846486912025,96.2015351308797,1253316233.80038
12076,"Guerrero","Acatepec",40204,20622,3946,1580,5526,284,5.13934129569309,94.8606587043069,632855013.875882
12077,"Guerrero","Marquelia",14292,7240,1025,417,1442,41,2.84327323162275,97.1567267683773,217715072.319816
12078,"Guerrero","Cochoapa el Grande",21261,11287,2291,752,3043,250,8.21557673348669,91.7844232665133,640323926.951184
12079,"Guerrero","José Joaquín de Herrera",18388,9589,1801,703,2504,165,6.58945686900958,93.4105431309904,132410332.975498
12080,"Guerrero","Juchitán",7579,3740,517,199,716,17,2.37430167597765,97.6256983240224,254587255.790526
12081,"Guerrero","Iliatenco",11679,6113,988,507,1495,38,2.54180602006689,97.4581939799331,236994275.00646
12082,"Guerrero","Las Vigas",NA,NA,NA,NA,NA,35,NA,NA,148178472.126455
12083,"Guerrero","Ñuu Savi",NA,NA,NA,NA,NA,65,NA,NA,363453137.1718
12084,"Guerrero","Santa Cruz del Rincón",NA,NA,NA,NA,NA,28,NA,NA,89101264.1126504
12085,"Guerrero","San Nicolás",NA,NA,NA,NA,NA,41,NA,NA,168004280.026504
13001,"Hidalgo","Acatlán",22272,11547,1570,655,2225,61,2.74157303370787,97.2584269662921,242301470.726236
13002,"Hidalgo","Acaxochitlán",46069,24342,3687,1462,5149,335,6.50611769275588,93.4938823072441,239559372.38984
13003,"Hidalgo","Actopan",61003,31925,3771,1528,5299,19,0.358558218531798,99.6414417814682,272583083.68816
13004,"Hidalgo","Agua Blanca de Iturbide",10316,5399,748,342,1090,37,3.39449541284404,96.605504587156,120362756.181241
13005,"Hidalgo","Ajacuba",18881,9756,1123,496,1619,6,0.370599135268684,99.6294008647313,239684173.58053
13006,"Hidalgo","Alfajayucan",19185,9964,1290,483,1773,23,1.29723632261703,98.702763677383,434761666.136906
13007,"Hidalgo","Almoloya",12613,6437,848,311,1159,20,1.72562553925798,98.274374460742,273124901.009966
13008,"Hidalgo","Apan",46732,24381,2718,1252,3970,102,2.56926952141058,97.4307304785894,323177419.320119
13009,"Hidalgo","El Arenal",19837,10261,1280,592,1872,48,2.56410256410256,97.4358974358974,137994315.096303
13010,"Hidalgo","Atitalaquia",31540,16035,1777,797,2574,48,1.86480186480186,98.1351981351981,62631774.6886856
13011,"Hidalgo","Atlapexco",19834,10296,1372,592,1964,6,0.305498981670061,99.6945010183299,143043406.387695
13012,"Hidalgo","Atotonilco el Grande",30135,15869,1930,827,2757,63,2.28509249183896,97.714907508161,459824429.840601
13013,"Hidalgo","Atotonilco de Tula",62476,32054,4268,1736,6004,135,2.24850099933378,97.7514990006662,122678038.703745
13014,"Hidalgo","Calnali",16179,8394,1121,477,1598,26,1.6270337922403,98.3729662077597,211596564.073525
13015,"Hidalgo","Cardonal",19435,10121,1314,514,1828,20,1.09409190371991,98.9059080962801,595306428.54509
13016,"Hidalgo","Cuautepec de Hinojosa",60445,31527,4172,1700,5872,185,3.15054495912807,96.8494550408719,392536810.52784
13017,"Hidalgo","Chapantongo",12978,6687,827,314,1141,25,2.19106047326906,97.8089395267309,279131742.991721
13018,"Hidalgo","Chapulhuacán",22934,11626,1607,627,2234,71,3.1781557743957,96.8218442256043,232268116.446868
13019,"Hidalgo","Chilcuautla",18918,9718,1210,488,1698,41,2.41460541813899,97.585394581861,223463435.947027
13020,"Hidalgo","Eloxochitlán",2611,1354,148,55,203,NA,NA,NA,240210536.272208
13021,"Hidalgo","Emiliano Zapata",15190,7830,917,431,1348,33,2.44807121661721,97.5519287833828,123377140.25555
13022,"Hidalgo","Epazoyucan",16323,8400,993,453,1446,33,2.28215767634855,97.7178423236515,142753417.70062
13023,"Hidalgo","Francisco I. Madero",36253,18951,2241,902,3143,54,1.71810372255807,98.2818962774419,98317644.4087568
13024,"Hidalgo","Huasca de Ocampo",17615,9283,1241,445,1686,42,2.49110320284698,97.508896797153,303719374.735264
13025,"Hidalgo","Huautla",20679,10809,1329,578,1907,37,1.94022024121657,98.0597797587834,293117544.650741
13026,"Hidalgo","Huazalingo",12769,6566,1027,435,1462,2,0.136798905608755,99.8632010943912,107753084.300152
13027,"Hidalgo","Huehuetla",22874,11820,1661,744,2405,98,4.07484407484407,95.9251559251559,214525553.148854
13028,"Hidalgo","Huejutla de Reyes",126805,65449,9243,3557,12800,421,3.2890625,96.7109375,395126776.467942
13029,"Hidalgo","Huichapan",47474,24621,2879,1230,4109,71,1.72791433438793,98.2720856656121,662636052.06637
13030,"Hidalgo","Ixmiquilpan",98663,52209,6535,2534,9069,157,1.73117212482082,98.2688278751792,487975842.581532
13031,"Hidalgo","Jacala de Ledezma",12320,6427,782,296,1078,18,1.66975881261596,98.330241187384,442207072.987103
13032,"Hidalgo","Jaltocán",10523,5374,736,301,1037,31,2.9893924783028,97.0106075216972,38490388.3524577
13033,"Hidalgo","Juárez Hidalgo",2905,1519,192,78,270,2,0.740740740740741,99.2592592592593,111099491.795664
13034,"Hidalgo","Lolotla",9515,4890,701,277,978,15,1.53374233128834,98.4662576687117,177699620.922438
13035,"Hidalgo","Metepec",13082,6891,1002,371,1373,9,0.655498907501821,99.3445010924982,146761644.185696
13036,"Hidalgo","San Agustín Metzquititlán",9458,4867,564,243,807,2,0.247831474597274,99.7521685254027,246420837.832428
13037,"Hidalgo","Metztitlán",20967,10865,1254,529,1783,41,2.29949523275379,97.7005047672462,799166514.146618
13038,"Hidalgo","Mineral del Chico",8878,4568,591,224,815,21,2.57668711656442,97.4233128834356,192695680.881636
13039,"Hidalgo","Mineral del Monte",14334,7498,841,374,1215,12,0.987654320987654,99.0123456790123,53581872.0188454
13040,"Hidalgo","La Misión",9831,5058,658,267,925,28,3.02702702702703,96.972972972973,233427475.393544
13041,"Hidalgo","Mixquiahuala de Juárez",47236,24587,2876,1220,4096,78,1.904296875,98.095703125,136256892.054345
13042,"Hidalgo","Molango de Escamilla",11605,5889,745,343,1088,20,1.83823529411765,98.1617647058823,198818149.597458
13043,"Hidalgo","Nicolás Flores",6267,3228,413,180,593,11,1.85497470489039,98.1450252951096,250402874.407612
13044,"Hidalgo","Nopala de Villagrán",16981,8665,931,418,1349,31,2.29799851742031,97.7020014825797,342298844.33281
13045,"Hidalgo","Omitlán de Juárez",9295,4873,626,256,882,16,1.8140589569161,98.1859410430839,79965243.0911869
13046,"Hidalgo","San Felipe Orizatlán",38508,19754,2827,1105,3932,25,0.635808748728383,99.3641912512716,324870055.563772
13047,"Hidalgo","Pacula",4752,2514,306,112,418,14,3.34928229665072,96.6507177033493,386464028.186285
13048,"Hidalgo","Pachuca de Soto",314338,164766,15781,7611,23392,475,2.03060875512996,97.96939124487,154477804.898381
13049,"Hidalgo","Pisaflores",18729,9600,1453,564,2017,86,4.26375805651958,95.7362419434804,188589492.741713
13050,"Hidalgo","Progreso de Obregón",23641,12472,1398,620,2018,30,1.48662041625372,98.5133795837463,91239003.8053765
13051,"Hidalgo","Mineral de la Reforma",202791,106477,11700,5112,16812,235,1.39781108731858,98.6021889126814,112863482.752197
13052,"Hidalgo","San Agustín Tlaxiaca",38911,19934,2449,1079,3528,56,1.58730158730159,98.4126984126984,298227988.269415
13053,"Hidalgo","San Bartolo Tutotepec",17731,8956,1295,580,1875,43,2.29333333333333,97.7066666666667,360421812.34567
13054,"Hidalgo","San Salvador",36796,18927,2382,972,3354,58,1.72927847346452,98.2707215265355,206305745.153263
13055,"Hidalgo","Santiago de Anaya",18333,9380,1175,458,1633,31,1.89834660134721,98.1016533986528,256956668.533156
13056,"Hidalgo","Santiago Tulantepec de Lugo Guerrero",39570,20910,2498,1092,3590,123,3.42618384401114,96.5738161559889,64478392.0699471
13057,"Hidalgo","Singuilucan",15209,7730,1020,417,1437,41,2.85316631871955,97.1468336812804,421434419.894696
13058,"Hidalgo","Tasquillo",17442,9295,1093,476,1569,24,1.52963671128107,98.4703632887189,240692582.999039
13059,"Hidalgo","Tecozautla",38031,19873,2487,1100,3587,17,0.4739336492891,99.5260663507109,526518180.904387
13060,"Hidalgo","Tenango de Doria",17522,9104,1304,473,1777,44,2.47608328643782,97.5239167135622,177138180.611471
13061,"Hidalgo","Tepeapulco",56273,29301,3089,1412,4501,103,2.28838035992002,97.71161964008,243624187.416024
13062,"Hidalgo","Tepehuacán de Guerrero",31247,15652,2542,916,3458,110,3.18102949681897,96.818970503181,348301660.073673
13063,"Hidalgo","Tepeji del Río de Ocampo",90571,46481,5547,2335,7882,150,1.90307028672926,98.0969297132707,354462249.084194
13064,"Hidalgo","Tepetitlán",10833,5573,612,247,859,1,0.116414435389988,99.88358556461,148277000.81058
13065,"Hidalgo","Tetepango",11768,6018,714,286,1000,29,2.9,97.1,45064338.9173242
13066,"Hidalgo","Villa de Tezontepec",13043,6706,786,334,1120,4,0.357142857142857,99.6428571428571,90993860.7565532
13067,"Hidalgo","Tezontepec de Aldama",55143,28031,3437,1524,4961,47,0.947389639185648,99.0526103608144,163816207.828145
13068,"Hidalgo","Tianguistengo",14344,7315,1085,383,1468,48,3.26975476839237,96.7302452316076,266423980.970045
13069,"Hidalgo","Tizayuca",168341,86251,11652,4718,16370,367,2.24190592547343,97.7580940745266,77034826.7912512
13070,"Hidalgo","Tlahuelilpan",19071,9754,1153,549,1702,11,0.646298472385429,99.3537015276146,31615647.4514047
13071,"Hidalgo","Tlahuiltepa",9124,4637,571,265,836,16,1.91387559808612,98.0861244019139,533079138.35397
13072,"Hidalgo","Tlanalapa",11139,5745,642,240,882,6,0.680272108843537,99.3197278911565,83170950.3052538
13073,"Hidalgo","Tlanchinol",37738,19239,2905,1138,4043,168,4.15533020034628,95.8446697996537,393193378.187844
13074,"Hidalgo","Tlaxcoapan",28626,14717,1707,760,2467,68,2.75638427239562,97.2436157276044,39094205.868542
13075,"Hidalgo","Tolcayuca",21394,11047,1329,540,1869,40,2.14018191546281,97.8598180845372,129183783.190848
13076,"Hidalgo","Tula de Allende",115125,59512,6378,2786,9164,224,2.4443474465299,97.5556525534701,337090070.437228
13077,"Hidalgo","Tulancingo de Bravo",168386,88602,10215,4544,14759,331,2.24269936987601,97.757300630124,218045102.723816
13078,"Hidalgo","Xochiatipan",18262,9410,1535,596,2131,29,1.3608634443923,98.6391365556077,135787546.732482
13079,"Hidalgo","Xochicoatlán",7016,3555,385,194,579,17,2.93609671848014,97.0639032815199,177337538.482029
13080,"Hidalgo","Yahualica",24674,12613,1838,858,2696,7,0.259643916913947,99.7403560830861,154782758.66344
13081,"Hidalgo","Zacualtipán de Ángeles",38159,20017,2442,1122,3564,108,3.03030303030303,96.969696969697,273460673.823712
13082,"Hidalgo","Zapotlán de Juárez",21458,11098,1354,585,1939,42,2.16606498194946,97.8339350180505,105564359.890325
13083,"Hidalgo","Zempoala",57991,29989,3608,1452,5060,72,1.42292490118577,98.5770750988142,320816992.053554
13084,"Hidalgo","Zimapán",39946,21009,2609,1091,3700,103,2.78378378378378,97.2162162162162,874945425.080955
14001,"Jalisco","Acatic",23239,11766,1601,598,2199,75,3.4106412005457,96.5893587994543,340145755.085795
14002,"Jalisco","Acatlán de Juárez",25283,11982,1501,613,2114,83,3.92620624408704,96.073793755913,161124139.558982
14003,"Jalisco","Ahualulco de Mercado",23674,11836,1449,595,2044,58,2.83757338551859,97.1624266144814,274758827.648537
14004,"Jalisco","Amacueca",5775,2966,383,150,533,13,2.4390243902439,97.5609756097561,125184288.320645
14005,"Jalisco","Amatitán",16504,8297,1109,470,1579,63,3.98986700443319,96.0101329955668,173054769.952214
14006,"Jalisco","Ameca",60493,30798,3680,1562,5242,141,2.68981304845479,97.3101869515452,841496447.576839
14007,"Jalisco","San Juanito de Escobedo",9437,4712,598,265,863,38,4.40324449594438,95.5967555040556,195254230.996231
14008,"Jalisco","Arandas",80794,40997,5011,2298,7309,205,2.80476125324942,97.1952387467506,952510804.844583
14009,"Jalisco","El Arenal",21139,10748,1410,602,2012,87,4.32405566600398,95.675944333996,112072291.631013
14010,"Jalisco","Atemajac de Brizuela",7791,3911,612,243,855,42,4.91228070175439,95.0877192982456,356842770.324785
14011,"Jalisco","Atengo",5619,2764,340,137,477,22,4.61215932914046,95.3878406708595,441827960.024274
14012,"Jalisco","Atenguillo",4225,2109,236,105,341,7,2.05278592375367,97.9472140762463,611947369.314334
14013,"Jalisco","Atotonilco el Alto",64134,32396,4039,1704,5743,205,3.56956294619537,96.4304370538046,512339254.597631
14014,"Jalisco","Atoyac",8718,4467,543,232,775,21,2.70967741935484,97.2903225806452,452849425.360586
14015,"Jalisco","Autlán de Navarro",65133,32950,3963,1688,5651,203,3.59228455140683,96.4077154485932,707225562.426394
14016,"Jalisco","Ayotlán",41595,21170,2902,1131,4033,142,3.52095214480536,96.4790478551947,432091084.682462
14017,"Jalisco","Ayutla",12922,6444,833,315,1148,37,3.22299651567944,96.7770034843206,885942576.035121
14018,"Jalisco","La Barca",68025,35059,4389,1883,6272,252,4.01785714285714,95.9821428571429,419393317.02749
14019,"Jalisco","Bolaños",7304,3435,637,204,841,84,9.98810939357907,90.0118906064209,850289487.702761
14020,"Jalisco","Cabo Corrientes",11038,5223,793,269,1062,30,2.82485875706215,97.1751412429379,1548505620.29232
14021,"Jalisco","Casimiro Castillo",20609,10339,1267,530,1797,66,3.67278797996661,96.3272120200334,524267923.909737
14022,"Jalisco","Cihuatlán",40226,20133,2641,1137,3778,154,4.07623080995236,95.9237691900477,503138819.904408
14023,"Jalisco","Zapotlán el Grande",115940,58949,6202,2737,8939,263,2.94216355297013,97.0578364470299,274302176.126928
14024,"Jalisco","Cocula",29308,14865,1869,739,2608,89,3.41257668711656,96.5874233128834,332194490.506269
14025,"Jalisco","Colotlán",19735,10200,1203,480,1683,66,3.92156862745098,96.078431372549,649782329.390352
14026,"Jalisco","Concepción de Buenos Aires",6346,3136,388,159,547,19,3.47349177330896,96.526508226691,266412923.849407
14027,"Jalisco","Cuautitlán de García Barragán",18458,9010,1307,504,1811,57,3.14743235781336,96.8525676421866,1395310068.17586
14028,"Jalisco","Cuautla",2209,1107,124,46,170,8,4.70588235294118,95.2941176470588,418324389.302167
14029,"Jalisco","Cuquío",17957,9108,1130,492,1622,58,3.57583230579531,96.4241676942047,644779459.517485
14030,"Jalisco","Chapala",55239,28366,3183,1300,4483,165,3.68057104617444,96.3194289538256,631838420.497818
14031,"Jalisco","Chimaltitán",3339,1633,276,97,373,16,4.28954423592493,95.7104557640751,677776146.047817
14032,"Jalisco","Chiquilistlán",6003,3003,408,146,554,24,4.33212996389892,95.6678700361011,298248440.729358
14033,"Jalisco","Degollado",21250,10937,1324,555,1879,46,2.44811069717935,97.5518893028207,427943118.895709
14034,"Jalisco","Ejutla",2000,974,107,45,152,9,5.92105263157895,94.0789473684211,298515363.110408
14035,"Jalisco","Encarnación de Díaz",53435,27266,3560,1387,4947,127,2.56721245199111,97.4327875480089,1256753289.17265
14036,"Jalisco","Etzatlán",20047,10219,1319,560,1879,44,2.34167110164981,97.6583288983502,338711673.109463
14037,"Jalisco","El Grullo",25987,13280,1651,651,2302,72,3.12771503040834,96.8722849695917,177835355.995428
14038,"Jalisco","Guachinango",4258,2031,230,100,330,8,2.42424242424242,97.5757575757576,840086284.787702
14039,"Jalisco","Guadalajara",1385637,718628,64781,30127,94908,2367,2.49399418384119,97.5060058161588,151381445.117687
14040,"Jalisco","Hostotipaquillo",8778,4362,616,247,863,30,3.47624565469293,96.5237543453071,758456940.344573
14041,"Jalisco","Huejúcar",5945,3007,332,146,478,16,3.34728033472803,96.652719665272,310030677.9524
14042,"Jalisco","Huejuquilla el Alto",10059,5145,675,272,947,37,3.90707497360084,96.0929250263992,771475466.158086
